Id,MSSubClass,MSZoning,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,ExterQual,ExterCond,Foundation,TotalBsmtSF,Heating,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageCars,GarageArea,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
1187,190,RL,10615,Pave,NA,IR1,Bnk,AllPub,Corner,Mod,OldTown,Artery,Artery,2fmCon,2Story,3,5,1900,1970,Gable,CompShg,HdBoard,HdBoard,TA,TA,CBlock,978,GasA,TA,Y,1014,685,0,1699,1,0,2,0,3,2,TA,7,Typ,0,NA,2,420,Y,0,74,0,0,0,0,NA,NA,NA,0,8,2009,WD,Abnorml,95000
1188,20,RL,12461,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,1Story,8,5,1994,1995,Gable,CompShg,ImStucc,ImStucc,Gd,TA,PConc,1624,GasA,Ex,Y,1624,0,0,1624,1,0,2,0,2,1,Gd,5,Typ,1,Fa,3,757,Y,0,114,192,0,0,0,NA,GdPrv,NA,0,7,2006,WD,Normal,262000
1189,60,RL,8935,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,831,GasA,Ex,Y,831,829,0,1660,0,0,2,1,3,1,Gd,7,Typ,0,NA,2,493,Y,144,68,0,0,0,0,NA,NA,NA,0,7,2009,WD,Normal,195000
1190,60,RL,7500,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,TA,TA,PConc,994,GasA,Gd,Y,1028,776,0,1804,0,0,2,1,3,1,Gd,7,Typ,1,TA,2,442,Y,140,60,0,0,0,0,NA,NA,NA,0,6,2010,WD,Normal,189000
1191,190,RL,32463,Pave,NA,Reg,Low,AllPub,Inside,Mod,Mitchel,Norm,Norm,2fmCon,1Story,4,4,1961,1975,Gable,CompShg,MetalSd,MetalSd,TA,Gd,CBlock,1249,GasA,Ex,Y,1622,0,0,1622,1,0,1,0,3,1,TA,7,Typ,1,TA,4,1356,Y,439,0,0,0,0,0,NA,NA,NA,0,3,2007,WD,Normal,168000
1192,160,FV,2645,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,8,5,1999,2000,Gable,CompShg,MetalSd,MetalSd,Gd,TA,PConc,776,GasA,Ex,Y,764,677,0,1441,0,0,2,1,2,1,Gd,5,Typ,0,NA,2,492,Y,206,0,0,0,0,0,NA,NA,NA,0,11,2007,WD,Normal,174000
1193,50,RM,9600,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,8,1925,1994,Gambrel,CompShg,VinylSd,VinylSd,TA,TA,PConc,702,GasA,Gd,Y,842,630,0,1472,0,0,1,0,3,1,Gd,6,Typ,0,NA,1,250,P,0,0,84,0,0,0,NA,GdWo,NA,0,7,2007,WD,Normal,125000
1194,120,RM,4500,Pave,NA,Reg,Lvl,AllPub,FR2,Gtl,Mitchel,Norm,Norm,TwnhsE,1Story,6,5,1999,1999,Hip,CompShg,VinylSd,VinylSd,TA,TA,PConc,1224,GasA,Ex,Y,1224,0,0,1224,1,0,2,0,2,1,TA,5,Typ,0,NA,2,402,Y,0,304,0,0,0,0,NA,NA,NA,0,6,2009,WD,Normal,165000
1195,60,RL,9364,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,2Story,6,7,1969,1969,Gable,CompShg,HdBoard,HdBoard,TA,TA,CBlock,663,GasA,TA,Y,663,689,0,1352,0,0,1,1,4,1,TA,7,Typ,0,NA,1,299,Y,379,36,0,0,0,0,NA,MnPrv,NA,0,3,2010,WD,Normal,158000
1196,60,RL,8029,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,TA,TA,PConc,728,GasA,Ex,Y,728,728,0,1456,0,0,2,1,3,1,Gd,8,Typ,0,NA,2,400,Y,100,24,0,0,0,0,NA,NA,NA,0,7,2008,WD,Normal,176000
1197,60,RL,14054,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,879,GasA,Ex,Y,879,984,0,1863,0,0,2,1,4,1,Gd,9,Typ,1,Gd,3,660,Y,100,17,0,0,0,0,NA,NA,NA,0,11,2006,New,Partial,219210
1198,75,RM,8850,Pave,NA,IR1,Bnk,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,7,6,1916,1950,Gable,CompShg,MetalSd,MetalSd,TA,TA,BrkTil,815,GasA,Ex,Y,815,875,0,1690,0,0,1,0,3,1,TA,7,Typ,1,Gd,1,225,Y,0,0,330,0,0,0,NA,NA,NA,0,7,2006,ConLw,Normal,144000
1199,20,RL,9100,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,1212,GasA,Ex,Y,1212,0,0,1212,0,0,2,0,3,1,Gd,6,Typ,0,NA,2,573,Y,356,0,0,0,0,0,NA,NA,NA,0,6,2009,WD,Normal,178000
1200,20,RL,11235,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,4,5,1963,1979,Gable,CompShg,HdBoard,HdBoard,TA,TA,CBlock,1051,GasA,Gd,Y,1382,0,0,1382,0,0,1,1,3,1,TA,6,Typ,1,Po,2,459,Y,0,82,0,0,0,0,NA,NA,NA,0,10,2006,WD,Normal,148000
1201,20,RL,9353,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,1970,1970,Gable,CompShg,MetalSd,MetalSd,TA,TA,CBlock,864,GasA,Gd,Y,864,0,0,864,0,0,1,0,3,1,TA,5,Typ,0,NA,1,280,Y,0,0,0,0,0,0,NA,NA,Shed,0,7,2006,Oth,Abnorml,116050
1202,60,RL,10400,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,TA,TA,PConc,866,GasA,Ex,Y,866,913,0,1779,0,0,2,1,3,1,Gd,6,Typ,0,NA,2,546,Y,198,36,0,0,0,0,NA,NA,NA,0,3,2009,WD,Normal,197900
1203,50,RM,6000,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,8,1925,1997,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,BrkTil,884,GasA,Ex,Y,884,464,0,1348,1,0,1,0,3,1,TA,5,Typ,1,Fa,1,216,N,0,0,208,0,0,0,NA,NA,NA,0,5,2009,WD,Normal,117000
1204,20,RL,9750,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2000,2001,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,1630,GasA,Ex,Y,1630,0,0,1630,0,0,2,0,3,1,Gd,6,Typ,1,TA,2,451,Y,74,234,0,0,0,0,NA,NA,NA,0,10,2009,WD,Normal,213000
1205,20,RL,10140,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,5,6,1975,1975,Gable,CompShg,HdBoard,HdBoard,TA,TA,CBlock,1056,GasA,Ex,Y,1074,0,0,1074,1,0,1,1,3,1,TA,6,Typ,0,NA,2,495,Y,0,88,0,0,0,0,NA,MnPrv,NA,0,7,2006,WD,Normal,153500
1206,20,RL,14684,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,7,1990,1991,Hip,CompShg,HdBoard,HdBoard,Gd,TA,CBlock,2158,GasA,Gd,Y,2196,0,0,2196,0,0,2,0,3,1,Gd,7,Typ,1,TA,3,701,Y,84,70,0,0,0,0,NA,NA,NA,0,6,2009,WD,Normal,271900
1207,20,RH,8900,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,4,4,1966,1966,Gable,CompShg,HdBoard,HdBoard,TA,TA,CBlock,1056,GasA,TA,Y,1056,0,0,1056,1,0,1,0,2,1,TA,5,Typ,0,NA,1,384,Y,0,42,0,0,0,0,NA,MnPrv,NA,0,11,2006,WD,Normal,107000
1208,20,RL,9135,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,6,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,1682,GasA,Ex,Y,1700,0,0,1700,1,0,2,0,3,1,Gd,7,Typ,0,NA,2,544,Y,192,23,0,0,0,0,NA,NA,NA,0,5,2006,WD,Normal,200000
1209,20,RL,7763,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1962,1980,Gable,CompShg,MetalSd,MetalSd,TA,Gd,CBlock,931,GasA,TA,Y,1283,0,0,1283,1,0,1,0,3,1,TA,6,Typ,0,NA,2,506,Y,0,0,0,0,0,0,NA,NA,NA,0,10,2008,WD,Normal,140000
1210,20,RL,10182,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Somerst,RRNn,Norm,1Fam,1Story,8,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,Gd,TA,PConc,1660,GasA,Ex,Y,1660,0,0,1660,1,0,2,0,3,1,Gd,8,Typ,1,Gd,2,500,Y,322,50,0,0,0,0,NA,NA,NA,0,5,2006,New,Partial,290000
1211,60,RL,11218,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5,1992,1992,Gable,CompShg,Wd Sdng,Wd Sdng,Gd,TA,PConc,1055,GasA,Ex,Y,1055,790,0,1845,0,0,2,1,3,1,Gd,8,Typ,1,TA,2,462,Y,635,104,0,0,0,0,NA,GdPrv,Shed,400,5,2010,WD,Normal,189000
1212,50,RL,12134,Pave,NA,IR1,Bnk,AllPub,Inside,Mod,Gilbert,Norm,Norm,1Fam,1.5Fin,8,7,1988,2005,Gable,CompShg,Wd Sdng,Wd Sdng,Gd,TA,Wood,559,GasA,Gd,Y,1080,672,0,1752,0,0,2,0,4,1,TA,8,Typ,0,NA,2,492,Y,325,12,0,0,0,0,NA,NA,NA,0,6,2010,WD,Normal,164000
1213,30,RL,9340,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,6,1941,1950,Hip,CompShg,MetalSd,MetalSd,TA,TA,CBlock,672,GasA,TA,Y,672,0,0,672,1,0,1,0,2,1,TA,4,Typ,0,NA,1,234,N,0,113,0,0,0,0,NA,NA,NA,0,8,2009,WD,Normal,113000
1214,80,RL,10246,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,4,9,1965,2001,Gable,CompShg,VinylSd,VinylSd,TA,Gd,CBlock,648,GasA,Ex,Y,960,0,0,960,1,1,0,0,0,1,TA,3,Typ,0,NA,1,364,Y,88,0,0,0,0,0,NA,NA,NA,0,5,2006,WD,Normal,145000
1215,85,RL,10205,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SFoyer,5,5,1962,1962,Gable,CompShg,MetalSd,MetalSd,TA,TA,CBlock,925,GasA,TA,Y,999,0,0,999,1,0,1,0,3,1,TA,6,Typ,0,NA,1,300,Y,150,72,0,0,0,0,NA,NA,NA,0,5,2006,WD,Normal,134500
1216,20,RL,7094,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1966,1966,Gable,CompShg,VinylSd,VinylSd,TA,TA,CBlock,894,GasA,TA,Y,894,0,0,894,0,0,1,0,3,1,TA,5,Typ,0,NA,1,384,Y,0,0,0,0,0,0,NA,MnPrv,NA,0,5,2007,WD,Normal,125000
1217,90,RM,8930,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,RRAe,Norm,Duplex,1.5Fin,6,5,1978,1978,Gable,CompShg,VinylSd,VinylSd,TA,TA,Slab,0,GasA,TA,Y,1318,584,0,1902,0,0,2,0,4,2,TA,8,Typ,0,NA,2,539,Y,0,0,0,0,0,0,NA,NA,NA,0,4,2010,WD,Normal,112000
1218,20,FV,8640,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2009,2009,Gable,CompShg,CemntBd,CmentBd,Gd,TA,PConc,1300,GasA,Ex,Y,1314,0,0,1314,1,0,2,0,3,1,Gd,6,Typ,0,NA,2,552,Y,135,112,0,0,0,0,NA,NA,NA,0,9,2009,New,Partial,229456
1219,50,RM,6240,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,4,5,1947,1950,Gable,CompShg,AsbShng,AsbShng,TA,TA,Slab,0,GasA,Gd,N,672,240,0,912,0,0,1,0,2,1,TA,3,Typ,0,NA,0,0,N,0,0,0,0,0,0,NA,NA,NA,0,7,2006,WD,Normal,80500
1220,160,RM,1680,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,5,1971,1971,Gable,CompShg,CemntBd,CmentBd,TA,TA,CBlock,672,GasA,TA,Y,672,546,0,1218,0,0,1,1,3,1,TA,7,Typ,0,NA,0,0,N,201,0,0,0,0,0,NA,NA,NA,0,4,2006,WD,Abnorml,91500
1221,20,RL,7800,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1964,1964,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,CBlock,912,GasA,TA,Y,912,0,0,912,0,0,1,0,2,1,TA,5,Typ,0,NA,1,288,Y,0,0,0,0,0,0,NA,NA,NA,0,11,2006,WD,Abnorml,115000
1222,20,RL,8250,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,5,1968,1968,Hip,CompShg,HdBoard,HdBoard,TA,TA,CBlock,952,GasA,Ex,Y,1211,0,0,1211,0,0,1,0,3,1,TA,5,Typ,1,TA,1,322,Y,0,63,0,0,0,0,NA,NA,NA,0,8,2008,WD,Normal,134000
1223,50,RL,10496,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,6,6,1949,1950,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,CBlock,1040,GasA,Ex,Y,1168,678,0,1846,0,0,2,0,3,1,TA,7,Typ,1,Gd,1,315,Y,0,0,0,0,0,0,NA,GdWo,NA,0,1,2007,WD,Normal,143000
1224,20,RL,10680,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,3,1951,1951,Hip,CompShg,Wd Sdng,Wd Sdng,TA,TA,CBlock,2136,GasA,TA,N,2136,0,0,2136,0,0,2,0,4,1,TA,7,Mod,0,NA,2,528,Y,0,30,0,0,0,0,NA,MnPrv,NA,0,10,2006,WD,Normal,137900
1225,60,RL,15384,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,788,GasA,Ex,Y,788,702,0,1490,1,0,2,1,3,1,Gd,8,Typ,1,Gd,2,388,Y,100,75,0,0,0,0,NA,NA,NA,0,2,2008,WD,Normal,184000
1226,80,RL,10482,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,8,1958,1958,Hip,CompShg,VinylSd,VinylSd,TA,Gd,CBlock,588,GasA,Ex,Y,1138,0,0,1138,0,1,1,0,3,1,TA,6,Typ,0,NA,1,264,Y,224,0,0,0,0,0,NA,MnWw,NA,0,6,2007,WD,Normal,145000
1227,60,RL,14598,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Somerst,Feedr,Norm,1Fam,2Story,6,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,894,GasA,Ex,Y,894,1039,0,1933,0,0,2,1,4,1,Gd,9,Typ,1,Gd,3,668,Y,100,18,0,0,0,0,NA,NA,NA,0,1,2008,WD,Normal,214000
1228,20,RL,8872,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,8,1965,2008,Gable,CompShg,VinylSd,VinylSd,TA,TA,CBlock,912,GasA,Ex,Y,912,0,0,912,1,0,1,0,2,1,Gd,5,Typ,0,NA,2,576,Y,0,240,0,0,0,0,NA,NA,NA,0,12,2008,WD,Normal,147000
1229,120,RL,8769,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2008,2008,Hip,CompShg,MetalSd,MetalSd,Ex,TA,PConc,1702,GasA,Ex,Y,1702,0,0,1702,1,0,1,1,1,1,Ex,7,Typ,1,Gd,3,1052,Y,0,72,0,0,224,0,NA,NA,NA,0,10,2008,New,Partial,367294
1230,80,RL,7910,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,5,5,1960,1960,Hip,CompShg,BrkFace,HdBoard,TA,TA,CBlock,1075,GasA,Gd,Y,1507,0,0,1507,0,0,2,0,4,1,TA,7,Maj1,0,NA,1,404,Y,0,0,0,0,0,0,NA,GdWo,NA,0,8,2008,WD,Normal,127000
1231,90,RL,18890,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,RRAe,Duplex,1.5Fin,5,5,1977,1977,Shed,CompShg,Plywood,Plywood,TA,TA,CBlock,1361,GasA,Ex,Y,1361,1259,0,2620,0,0,2,2,4,2,TA,12,Typ,1,TA,2,600,N,155,24,145,0,0,0,NA,NA,Gar2,8300,8,2007,WD,Normal,190000
1232,90,RL,7728,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,SLvl,5,6,1962,1962,Hip,CompShg,Wd Sdng,Wd Sdng,TA,TA,CBlock,1106,GasA,TA,Y,1190,0,0,1190,1,0,1,0,3,1,TA,6,Typ,0,NA,2,540,Y,0,18,0,0,0,0,NA,GdWo,NA,0,5,2006,WD,Normal,132500
1233,90,RL,9842,Pave,NA,Reg,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm,Duplex,1Story,4,5,1962,1962,Gable,CompShg,HdBoard,HdBoard,TA,TA,Slab,0,GasA,TA,Y,1224,0,0,1224,0,0,2,0,2,2,TA,6,Typ,0,NA,2,462,Y,0,0,0,0,0,0,NA,NA,NA,0,3,2007,WD,Normal,101800
1234,20,RL,12160,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1959,1959,Hip,CompShg,Plywood,Plywood,TA,TA,CBlock,1188,GasA,Fa,Y,1188,0,0,1188,1,0,1,0,3,1,TA,6,Typ,0,NA,2,531,Y,0,0,0,0,0,0,NA,MnPrv,NA,0,5,2010,COD,Abnorml,142000
1235,70,RH,8525,Pave,NA,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,2Story,5,6,1911,1950,Gable,CompShg,MetalSd,MetalSd,TA,TA,PConc,940,GasA,TA,N,1024,940,0,1964,0,0,1,1,4,1,TA,7,Typ,0,NA,0,0,N,0,192,0,0,0,0,NA,NA,NA,0,11,2008,WD,Abnorml,130000
1236,70,RL,13132,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,5,5,1914,1950,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,BrkTil,747,GasA,Gd,Y,892,892,0,1784,0,0,1,1,4,1,TA,9,Typ,0,NA,1,180,N,203,40,0,0,0,0,NA,NA,NA,0,7,2006,WD,Normal,138887
1237,160,RL,2628,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,Wd Shng,Gd,TA,PConc,764,GasA,Ex,Y,764,862,0,1626,0,0,2,1,2,1,Gd,6,Typ,0,NA,2,474,Y,0,27,0,0,0,0,NA,NA,NA,0,6,2010,WD,Normal,175500
1238,60,RL,12393,Pave,NA,IR2,Lvl,AllPub,FR2,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,847,GasA,Ex,Y,847,1101,0,1948,0,0,2,1,4,1,Gd,8,Typ,1,Gd,2,434,Y,100,48,0,0,0,0,NA,NA,NA,0,9,2006,WD,Normal,195000
1239,20,RL,13072,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,1141,GasA,Ex,Y,1141,0,0,1141,0,0,1,1,3,1,TA,6,Typ,0,NA,2,484,Y,0,0,0,0,0,0,NA,NA,NA,0,3,2006,WD,Abnorml,142500
1240,20,RL,9037,Pave,NA,IR1,HLS,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,Gd,TA,PConc,1476,GasA,Ex,Y,1484,0,0,1484,0,0,2,0,2,1,Ex,6,Typ,1,Gd,2,472,Y,120,33,0,0,0,0,NA,NA,NA,0,12,2007,WD,Normal,265900
1241,60,RL,8158,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,884,GasA,Ex,Y,884,884,0,1768,1,0,2,1,3,1,Gd,8,Typ,0,NA,2,543,Y,0,63,0,0,0,0,NA,NA,NA,0,7,2008,WD,Normal,224900
1242,20,RL,9849,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,6,2007,2007,Hip,CompShg,VinylSd,VinylSd,Gd,TA,PConc,1689,GasA,Ex,Y,1689,0,0,1689,0,0,2,0,3,1,Gd,7,Typ,0,NA,3,954,Y,0,56,0,0,0,0,NA,NA,NA,0,6,2007,New,Partial,248328
1243,85,RL,10625,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,SFoyer,7,6,1974,1974,Gable,CompShg,Plywood,Plywood,TA,TA,CBlock,1053,GasA,TA,Y,1173,0,0,1173,1,0,2,0,3,1,Gd,6,Typ,2,TA,2,528,Y,0,120,0,0,0,0,NA,MnPrv,NA,0,1,2010,WD,Family,170000
1244,20,RL,13891,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,10,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Ex,TA,PConc,2076,GasA,Ex,Y,2076,0,0,2076,1,0,2,1,2,1,Ex,7,Typ,1,Gd,3,850,Y,216,229,0,0,0,0,NA,NA,NA,0,9,2006,New,Partial,465000
1245,70,RL,11435,Pave,NA,IR1,HLS,AllPub,Corner,Mod,Crawfor,Norm,Norm,1Fam,2Story,8,7,1929,1950,Gable,CompShg,BrkFace,Stucco,TA,TA,PConc,792,GasA,Fa,Y,792,725,0,1517,0,0,1,0,3,1,Gd,7,Typ,2,Gd,2,400,Y,0,0,0,0,0,0,NA,NA,NA,0,6,2006,WD,Normal,230000
1246,80,RL,12090,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,6,7,1984,2003,Hip,CompShg,VinylSd,VinylSd,TA,TA,CBlock,585,GasA,Ex,Y,1140,728,0,1868,0,0,3,1,3,1,TA,7,Typ,1,TA,2,477,Y,268,112,0,0,147,0,NA,NA,NA,0,1,2007,WD,Abnorml,178000
1247,60,FV,8125,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,756,GasA,Ex,Y,756,797,0,1553,0,0,2,1,3,1,Gd,6,Typ,0,NA,2,615,Y,0,45,0,0,0,0,NA,NA,NA,0,3,2006,New,Partial,186500
1248,80,RL,12328,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,SLvl,6,5,1976,1976,Gable,CompShg,HdBoard,HdBoard,TA,TA,CBlock,1012,GasA,TA,Y,1034,0,0,1034,1,0,1,0,3,1,TA,6,Typ,0,NA,3,888,Y,0,0,0,0,0,0,NA,NA,NA,0,5,2010,WD,Normal,169900
1249,75,RM,9600,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,6,5,1917,1950,Gable,CompShg,AsbShng,AsbShng,TA,TA,BrkTil,735,OthW,Fa,N,1134,924,0,2058,0,0,1,1,3,1,TA,8,Typ,1,Gd,2,396,P,0,0,259,0,0,0,NA,NA,NA,0,4,2008,WD,Normal,129500
1250,20,RL,7200,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1950,1950,Gable,CompShg,MetalSd,MetalSd,TA,TA,CBlock,876,GasA,TA,Y,988,0,0,988,0,0,1,0,3,1,TA,6,Typ,0,NA,1,276,Y,0,80,0,0,0,0,NA,NA,NA,0,5,2007,WD,Normal,119000
1251,20,RL,11160,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,5,1968,1968,Hip,CompShg,BrkFace,BrkFace,Gd,TA,CBlock,2110,GasA,Ex,Y,2110,0,0,2110,1,0,2,1,3,1,Ex,8,Typ,2,TA,2,522,Y,0,0,0,0,0,0,NA,NA,NA,0,4,2010,WD,Normal,244000
1252,120,RL,3136,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,2003,2003,Gable,CompShg,VinylSd,Wd Shng,Gd,TA,PConc,1405,GasA,Ex,Y,1405,0,0,1405,0,0,2,0,2,1,Gd,6,Typ,1,Gd,2,478,Y,148,36,0,0,0,0,NA,NA,NA,0,3,2006,WD,Normal,171750
1253,20,RL,9858,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,6,1968,1968,Gable,CompShg,HdBoard,HdBoard,TA,TA,CBlock,864,GasA,TA,Y,874,0,0,874,1,0,1,0,3,1,TA,5,Typ,0,NA,1,288,Y,33,0,0,0,0,0,NA,GdWo,Shed,600,11,2009,WD,Normal,130000
